 	12.12.2011 	12:41:58 	 	 	0,00 sm 	      0,00 sm 	 	 	 	 	 	 	letzte Logbuch-Datei ist\nuntil_2011-12-12_12_41_58_logbook.txt 	 	 	 	 	 	 	 	 	 	 	1076:50 h 	01076:50 h 	100,00 Liter 	    100,00 Liter 	 	 	250,00 Liter 	    250,00 Liter 	  
 	18.10.2012 	01:24:52 	 	 	0.00 sm 	  4489,59 sm 	034° 28' 45,06" N\n011° 24' 04,74" E 	111,93° 	 	4,07 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	03:39:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	01:54:53 	 	 	0.00 sm 	  4489,59 sm 	034° 27' 49,50" N\n011° 26' 18,60" E 	123,35° 	 	4,50 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	04:09:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	02:24:52 	 	 	0.00 sm 	  4489,59 sm 	034° 26' 52,26" N\n011° 28' 37,38" E 	122,98° 	 	4,48 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	04:39:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	02:54:53 	 	 	0.00 sm 	  4489,59 sm 	034° 26' 08,82" N\n011° 31' 08,70" E 	108,52° 	 	4,67 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	05:09:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	03:24:53 	 	 	0.00 sm 	  4489,59 sm 	034° 26' 08,34" N\n011° 33' 17,58" E 	8,37° 	 	4,78 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	05:39:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	03:54:52 	 	 	0.00 sm 	  4489,59 sm 	034° 28' 32,46" N\n011° 33' 43,38" E 	8,79° 	 	4,83 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	06:09:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	04:24:53 	 	 	0.00 sm 	  4489,59 sm 	034° 30' 47,34" N\n011° 34' 50,82" E 	30,16° 	 	4,80 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	06:39:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	04:54:53 	 	 	0.00 sm 	  4489,59 sm 	034° 33' 06,06" N\n011° 35' 58,14" E 	22,81° 	 	5,16 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	07:09:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	05:24:53 	 	 	0.00 sm 	  4489,59 sm 	034° 35' 29,76" N\n011° 37' 04,92" E 	18,93° 	 	5,51 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	07:39:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	05:54:52 	 	 	0.00 sm 	  4489,59 sm 	034° 38' 04,56" N\n011° 38' 19,80" E 	25,54° 	 	5,77 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	08:09:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	06:24:51 	 	 	0.00 sm 	  4489,59 sm 	034° 40' 43,62" N\n011° 39' 42,06" E 	17,61° 	 	5,83 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	08:39:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	06:54:51 	 	 	0.00 sm 	  4489,59 sm 	034° 43' 20,52" N\n011° 41' 09,72" E 	25,48° 	 	5,93 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	09:09:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	07:24:51 	 	 	0.00 sm 	  4489,59 sm 	034° 45' 57,66" N\n011° 42' 36,00" E 	25,21° 	 	5,71 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	09:39:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	07:54:52 	 	 	0.00 sm 	  4489,59 sm 	034° 48' 25,56" N\n011° 43' 56,88" E 	20,49° 	 	4,89 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	10:09:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	08:24:52 	 	 	0.00 sm 	  4489,59 sm 	034° 50' 36,06" N\n011° 45' 18,24" E 	31,79° 	 	4,67 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	10:39:56 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	08:54:51 	 	 	0.00 sm 	  4489,59 sm 	034° 52' 37,50" N\n011° 46' 39,42" E 	29,52° 	 	4,70 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	11:09:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	09:24:51 	 	 	0.00 sm 	  4489,59 sm 	034° 54' 51,66" N\n011° 47' 52,98" E 	19,04° 	 	5,13 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	11:39:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	09:54:52 	 	 	0.00 sm 	  4489,59 sm 	034° 57' 27,00" N\n011° 48' 27,42" E 	359,30° 	 	5,36 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	12:09:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	10:24:51 	 	 	0.00 sm 	  4489,59 sm 	034° 59' 48,66" N\n011° 47' 22,32" E 	343,19° 	 	4,95 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	12:39:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	10:54:50 	 	 	0.00 sm 	  4489,59 sm 	035° 01' 56,76" N\n011° 45' 50,16" E 	331,93° 	 	5,00 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	13:09:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	11:24:51 	 	 	0.00 sm 	  4489,59 sm 	035° 03' 59,88" N\n011° 44' 17,16" E 	324,96° 	 	4,58 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	13:39:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	11:54:50 	 	 	0.00 sm 	  4489,59 sm 	035° 05' 52,92" N\n011° 42' 50,28" E 	329,08° 	 	4,28 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	14:09:55 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	12:24:51 	 	 	0.00 sm 	  4489,59 sm 	035° 07' 46,74" N\n011° 41' 23,70" E 	331,00° 	 	4,25 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	14:39:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	12:54:51 	 	 	0.00 sm 	  4489,59 sm 	035° 09' 41,94" N\n011° 39' 58,80" E 	333,78° 	 	4,55 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	15:09:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	13:24:50 	 	 	0.00 sm 	  4489,59 sm 	035° 11' 39,30" N\n011° 38' 28,14" E 	320,25° 	 	4,54 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	15:39:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	13:54:50 	 	 	0.00 sm 	  4489,59 sm 	035° 13' 34,14" N\n011° 36' 49,38" E 	330,48° 	 	4,51 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	16:09:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	14:24:50 	 	 	0.00 sm 	  4489,59 sm 	035° 15' 37,74" N\n011° 35' 11,40" E 	314,88° 	 	4,80 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	16:39:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	14:54:50 	 	 	0.00 sm 	  4489,59 sm 	035° 17' 38,16" N\n011° 33' 32,94" E 	332,06° 	 	4,80 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	17:09:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	15:24:49 	 	 	0.00 sm 	  4489,59 sm 	035° 19' 40,50" N\n011° 31' 52,02" E 	336,02° 	 	5,00 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	17:39:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	15:54:50 	 	 	0.00 sm 	  4489,59 sm 	035° 21' 47,04" N\n011° 30' 04,62" E 	314,26° 	 	6,19 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	18:09:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	16:24:49 	 	 	0.00 sm 	  4489,59 sm 	035° 24' 00,18" N\n011° 28' 03,90" E 	322,46° 	 	5,41 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	18:39:54 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	16:54:49 	 	 	0.00 sm 	  4489,59 sm 	035° 26' 10,50" N\n011° 26' 08,04" E 	342,67° 	 	5,30 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	19:09:53 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	17:24:49 	 	 	0.00 sm 	  4489,59 sm 	035° 28' 18,12" N\n011° 24' 11,88" E 	314,79° 	 	4,69 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	19:39:53 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	17:54:49 	 	 	0.00 sm 	  4489,59 sm 	035° 30' 26,94" N\n011° 22' 08,40" E 	338,13° 	 	5,38 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	20:09:53 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	18:24:49 	 	 	0.00 sm 	  4489,59 sm 	035° 32' 36,54" N\n011° 20' 04,26" E 	316,26° 	 	5,45 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	20:39:53 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	18:54:50 	 	 	0.00 sm 	  4489,59 sm 	035° 34' 48,72" N\n011° 17' 57,78" E 	318,99° 	 	5,97 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	21:09:53 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
